worker_id,job_id,worker_experience_years,worker_completed_jobs,worker_success_rate,worker_rating,required_skill_count,matched_skill_count,skill_match_ratio,location_match,distance_km,job_complexity,job_budget,successful
73,160,3,16,0.6979,4.29,1,0,0.0,0,10.85,2,10318.52,1
155,160,2,12,0.6036,4.08,1,0,0.0,0,41.33,2,10318.52,0
135,160,1,3,0.6085,4.06,1,1,1.0,1,0.54,2,10318.52,1
56,160,12,43,0.7766,4.46,1,0,0.0,1,1.75,2,10318.52,0
27,160,8,37,0.695,4.45,1,0,0.0,0,11.48,2,10318.52,1
136,161,7,46,0.6328,4.26,3,1,0.3333,1,4.3,5,2821.97,1
11,161,6,47,0.6899,4.42,3,1,0.3333,0,22.53,5,2821.97,0
87,161,2,9,0.5213,4.05,3,1,0.3333,0,25.73,5,2821.97,0
166,161,9,58,0.7486,4.2,3,0,0.0,0,28.18,5,2821.97,0
5,161,12,24,0.8146,4.32,3,0,0.0,0,48.69,5,2821.97,1
18,161,10,72,0.7035,4.47,3,1,0.3333,0,24.96,5,2821.97,1
121,161,10,63,0.7316,4.05,3,1,0.3333,1,0.78,5,2821.97,1
25,161,3,6,0.6436,4.02,3,1,0.3333,0,10.42,5,2821.97,1
107,161,7,43,0.6939,4.41,3,0,0.0,0,22.91,5,2821.97,0
186,161,2,13,0.5434,4.02,3,1,0.3333,0,27.43,5,2821.97,1
78,161,6,11,0.6434,4.05,3,0,0.0,1,2.32,5,2821.97,0
71,161,7,13,0.7505,4.18,3,0,0.0,0,24.76,5,2821.97,0
82,161,5,17,0.6139,4.05,3,1,0.3333,0,49.58,5,2821.97,0
193,161,10,47,0.7552,4.37,3,0,0.0,0,44.72,5,2821.97,1
89,161,6,46,0.638,4.19,3,2,0.6667,0,41.4,5,2821.97,1
78,162,6,11,0.6434,4.05,2,1,0.5,0,22.77,2,9631.52,1
20,162,5,21,0.67,4.22,2,0,0.0,0,33.37,2,9631.52,0
68,162,6,7,0.7118,4.07,2,0,0.0,0,45.82,2,9631.52,0
85,162,9,69,0.7612,4.22,2,1,0.5,0,36.73,2,9631.52,1
177,162,8,36,0.813,4.2,2,1,0.5,1,2.78,2,9631.52,1
157,162,3,10,0.6034,3.98,2,1,0.5,0,29.6,2,9631.52,1
98,162,15,51,0.8693,4.45,2,1,0.5,0,40.91,2,9631.52,1
70,162,9,22,0.7792,4.61,2,1,0.5,0,13.67,2,9631.52,1
179,162,11,39,0.7301,4.52,2,0,0.0,0,38.46,2,9631.52,1
44,162,5,31,0.5795,4.13,2,1,0.5,0,43.42,2,9631.52,1
36,162,9,29,0.7539,4.33,2,0,0.0,0,35.89,2,9631.52,0
150,162,14,67,0.7992,4.54,2,0,0.0,0,37.8,2,9631.52,1
118,162,8,8,0.7519,4.41,2,1,0.5,0,29.78,2,9631.52,1
31,162,1,1,0.5802,4.0,2,0,0.0,0,36.82,2,9631.52,0
33,162,2,15,0.6183,4.1,2,1,0.5,0,25.4,2,9631.52,1
88,163,14,70,0.8035,4.45,3,2,0.6667,0,18.75,4,13304.91,1
54,163,10,21,0.8473,4.63,3,0,0.0,0,49.0,4,13304.91,0
152,163,6,25,0.7702,4.5,3,1,0.3333,0,30.54,4,13304.91,0
195,163,12,58,0.8424,4.62,3,0,0.0,0,17.52,4,13304.91,1
136,163,7,46,0.6328,4.26,3,1,0.3333,0,16.57,4,13304.91,1
132,163,6,43,0.6389,4.32,3,2,0.6667,0,44.79,4,13304.91,1
81,163,9,41,0.7165,4.37,3,0,0.0,0,15.89,4,13304.91,0
80,163,15,85,0.8456,4.43,3,0,0.0,0,39.8,4,13304.91,1
182,163,3,4,0.5679,4.06,3,1,0.3333,1,8.99,4,13304.91,1
117,163,12,73,0.7692,4.26,3,2,0.6667,0,11.14,4,13304.91,1
168,163,2,20,0.6195,4.32,3,0,0.0,0,28.11,4,13304.91,1
40,163,4,20,0.5791,3.96,3,0,0.0,0,47.08,4,13304.91,1
130,163,11,18,0.7967,4.2,3,1,0.3333,0,27.26,4,13304.91,1
28,163,0,1,0.6167,4.27,3,2,0.6667,0,30.09,4,13304.91,1
34,163,8,33,0.6736,4.25,3,1,0.3333,0,12.13,4,13304.91,1
26,164,10,23,0.7448,4.1,3,1,0.3333,0,29.74,1,3483.87,1
13,164,4,36,0.6388,4.25,3,1,0.3333,0,37.25,1,3483.87,1
167,164,2,12,0.517,3.99,3,1,0.3333,0,48.36,1,3483.87,1
98,164,15,51,0.8693,4.45,3,0,0.0,0,12.13,1,3483.87,1
188,164,14,18,0.8028,4.12,3,0,0.0,1,3.03,1,3483.87,1
109,164,3,17,0.5429,4.17,3,1,0.3333,0,14.04,1,3483.87,1
50,164,13,21,0.9208,4.86,3,0,0.0,0,34.81,1,3483.87,1
76,164,10,13,0.789,4.27,3,0,0.0,0,25.68,1,3483.87,1
49,164,3,15,0.6869,4.0,3,1,0.3333,0,39.36,1,3483.87,0
104,164,7,36,0.7242,4.18,3,0,0.0,0,20.73,1,3483.87,1
46,164,9,38,0.7151,4.33,3,1,0.3333,0,41.43,1,3483.87,1
153,164,15,110,0.8275,4.22,3,1,0.3333,0,21.52,1,3483.87,1
71,164,7,13,0.7505,4.18,3,1,0.3333,0,39.36,1,3483.87,1
136,164,7,46,0.6328,4.26,3,1,0.3333,0,30.13,1,3483.87,1
156,164,10,31,0.8442,4.54,3,1,0.3333,0,29.07,1,3483.87,1
177,165,8,36,0.813,4.2,3,0,0.0,0,23.36,4,5226.78,1
62,165,0,5,0.5185,3.59,3,0,0.0,1,3.01,4,5226.78,1
44,165,5,31,0.5795,4.13,3,1,0.3333,1,6.95,4,5226.78,0
81,165,9,41,0.7165,4.37,3,1,0.3333,1,6.14,4,5226.78,0
175,165,13,33,0.897,4.75,3,0,0.0,0,33.33,4,5226.78,1
18,165,10,72,0.7035,4.47,3,0,0.0,0,19.9,4,5226.78,1
43,165,11,82,0.8841,4.49,3,1,0.3333,0,42.76,4,5226.78,1
48,165,5,42,0.7483,4.16,3,0,0.0,0,49.62,4,5226.78,0
86,165,12,74,0.7633,4.4,3,1,0.3333,0,31.01,4,5226.78,1
117,165,12,73,0.7692,4.26,3,0,0.0,1,1.89,4,5226.78,1
37,165,9,22,0.844,4.25,3,1,0.3333,0,22.18,4,5226.78,1
4,165,5,32,0.6362,3.89,3,1,0.3333,1,4.8,4,5226.78,1
171,165,4,13,0.5639,4.17,3,0,0.0,0,49.59,4,5226.78,1
122,165,5,21,0.7395,4.55,3,1,0.3333,0,29.46,4,5226.78,1
110,165,2,17,0.6407,3.96,3,2,0.6667,0,10.54,4,5226.78,1
182,166,3,4,0.5679,4.06,1,1,1.0,0,44.25,3,8151.87,1
86,166,12,74,0.7633,4.4,1,1,1.0,0,15.67,3,8151.87,1
133,166,8,62,0.8271,4.73,1,0,0.0,0,19.77,3,8151.87,0
199,166,15,81,0.8197,4.46,1,1,1.0,0,48.93,3,8151.87,1
170,166,11,13,0.7903,4.18,1,0,0.0,0,39.77,3,8151.87,1
153,166,15,110,0.8275,4.22,1,0,0.0,0,48.19,3,8151.87,1
124,166,8,42,0.6722,4.08,1,0,0.0,0,48.62,3,8151.87,0
29,166,12,19,0.7796,4.05,1,1,1.0,0,37.15,3,8151.87,1
70,166,9,22,0.7792,4.61,1,1,1.0,0,27.97,3,8151.87,1
176,166,3,25,0.6773,4.38,1,0,0.0,0,31.08,3,8151.87,1
187,166,10,32,0.8495,4.59,1,0,0.0,1,6.95,3,8151.87,0
164,166,15,79,0.7772,4.09,1,0,0.0,0,25.64,3,8151.87,1
6,166,3,15,0.5392,3.8,1,0,0.0,0,49.76,3,8151.87,1
38,166,4,21,0.6007,3.86,1,1,1.0,0,11.64,3,8151.87,1
106,166,14,82,0.8372,4.36,1,0,0.0,0,23.73,3,8151.87,1
111,167,15,84,0.7565,4.05,3,2,0.6667,0,34.95,4,5603.78,1
117,167,12,73,0.7692,4.26,3,1,0.3333,1,3.38,4,5603.78,1
146,167,8,9,0.6825,4.3,3,0,0.0,0,41.99,4,5603.78,1
89,167,6,46,0.638,4.19,3,0,0.0,0,11.64,4,5603.78,1
74,167,8,47,0.7955,4.4,3,2,0.6667,0,33.72,4,5603.78,1
29,167,12,19,0.7796,4.05,3,1,0.3333,0,22.23,4,5603.78,1
3,167,6,51,0.717,4.27,3,2,0.6667,0,36.41,4,5603.78,1
128,167,3,29,0.6131,4.0,3,0,0.0,0,20.06,4,5603.78,0
176,167,3,25,0.6773,4.38,3,0,0.0,0,21.33,4,5603.78,0
38,167,4,21,0.6007,3.86,3,0,0.0,1,6.82,4,5603.78,0
120,167,9,65,0.681,4.09,3,0,0.0,0,16.2,4,5603.78,1
175,167,13,33,0.897,4.75,3,0,0.0,0,20.83,4,5603.78,0
39,167,15,47,0.913,4.8,3,0,0.0,0,17.87,4,5603.78,1
134,167,4,4,0.6145,4.23,3,0,0.0,0,13.23,4,5603.78,1
75,167,7,60,0.7932,4.25,3,1,0.3333,0,28.93,4,5603.78,1
174,168,9,69,0.8377,4.27,3,1,0.3333,0,15.57,2,5041.19,1
164,168,15,79,0.7772,4.09,3,2,0.6667,0,20.0,2,5041.19,1
99,168,2,12,0.5454,3.7,3,0,0.0,0,17.98,2,5041.19,1
109,168,3,17,0.5429,4.17,3,1,0.3333,0,21.89,2,5041.19,0
103,168,3,23,0.6748,4.16,3,0,0.0,0,28.45,2,5041.19,1
26,168,10,23,0.7448,4.1,3,1,0.3333,0,41.3,2,5041.19,0
67,168,1,6,0.5154,3.62,3,0,0.0,0,13.84,2,5041.19,0
78,168,6,11,0.6434,4.05,3,0,0.0,0,37.77,2,5041.19,1
153,168,15,110,0.8275,4.22,3,0,0.0,0,37.41,2,5041.19,1
80,168,15,85,0.8456,4.43,3,1,0.3333,0,24.17,2,5041.19,1
45,168,3,15,0.682,4.39,3,0,0.0,0,48.46,2,5041.19,1
145,168,11,25,0.8623,4.55,3,0,0.0,0,46.5,2,5041.19,1
112,168,3,27,0.6391,4.32,3,1,0.3333,0,40.67,2,5041.19,1
83,168,7,30,0.6573,3.84,3,1,0.3333,0,15.62,2,5041.19,0
149,168,4,14,0.6858,3.91,3,0,0.0,0,41.47,2,5041.19,0
96,169,1,13,0.6111,4.03,2,1,0.5,0,28.41,5,10554.83,1
33,169,2,15,0.6183,4.1,2,0,0.0,1,1.02,5,10554.83,0
159,169,4,19,0.5685,3.83,2,2,1.0,0,36.0,5,10554.83,1
140,169,7,33,0.686,4.16,2,0,0.0,0,13.9,5,10554.83,1
145,169,11,25,0.8623,4.55,2,0,0.0,0,29.26,5,10554.83,1
76,169,10,13,0.789,4.27,2,0,0.0,0,12.43,5,10554.83,0
14,169,2,14,0.5687,4.27,2,1,0.5,0,36.98,5,10554.83,0
194,169,14,19,0.8808,4.78,2,1,0.5,0,12.12,5,10554.83,1
101,169,4,22,0.6289,4.2,2,0,0.0,0,15.77,5,10554.83,0
104,169,7,36,0.7242,4.18,2,1,0.5,0,29.81,5,10554.83,1
172,169,4,28,0.5778,3.8,2,0,0.0,0,37.03,5,10554.83,0
2,169,2,20,0.5759,3.7,2,0,0.0,0,22.04,5,10554.83,0
119,169,6,45,0.6451,4.26,2,0,0.0,0,49.57,5,10554.83,1
196,169,14,18,0.7727,4.18,2,1,0.5,1,5.11,5,10554.83,1
133,169,8,62,0.8271,4.73,2,2,1.0,0,14.59,5,10554.83,1
155,170,2,12,0.6036,4.08,2,1,0.5,0,26.18,2,6063.79,0
31,170,1,1,0.5802,4.0,2,0,0.0,0,42.81,2,6063.79,0
134,170,4,4,0.6145,4.23,2,1,0.5,1,5.69,2,6063.79,1
25,170,3,6,0.6436,4.02,2,0,0.0,0,37.25,2,6063.79,0
64,170,4,5,0.7132,4.29,2,1,0.5,0,34.69,2,6063.79,1
53,170,10,69,0.7795,4.46,2,1,0.5,0,35.45,2,6063.79,1
27,170,8,37,0.695,4.45,2,0,0.0,0,42.74,2,6063.79,0
122,170,5,21,0.7395,4.55,2,0,0.0,0,16.83,2,6063.79,0
7,170,1,11,0.516,3.75,2,1,0.5,0,31.87,2,6063.79,1
130,170,11,18,0.7967,4.2,2,0,0.0,0,21.6,2,6063.79,1
114,170,5,15,0.6065,4.11,2,1,0.5,0,48.36,2,6063.79,1
101,170,4,22,0.6289,4.2,2,0,0.0,0,36.71,2,6063.79,1
15,170,8,57,0.7654,4.09,2,0,0.0,0,37.91,2,6063.79,1
32,170,2,7,0.5123,3.61,2,0,0.0,0,26.68,2,6063.79,0
77,170,10,45,0.8585,4.62,2,0,0.0,0,11.12,2,6063.79,1
145,171,11,25,0.8623,4.55,2,0,0.0,0,45.3,3,2919.55,1
100,171,14,66,0.7598,4.33,2,1,0.5,0,10.36,3,2919.55,1
3,171,6,51,0.717,4.27,2,0,0.0,0,30.03,3,2919.55,0
149,171,4,14,0.6858,3.91,2,0,0.0,0,18.43,3,2919.55,0
78,171,6,11,0.6434,4.05,2,0,0.0,1,5.49,3,2919.55,1
9,171,5,39,0.7062,4.02,2,1,0.5,0,16.98,3,2919.55,1
166,171,9,58,0.7486,4.2,2,0,0.0,0,36.24,3,2919.55,1
167,171,2,12,0.517,3.99,2,1,0.5,0,28.38,3,2919.55,0
169,171,12,94,0.8925,4.74,2,0,0.0,1,1.83,3,2919.55,1
159,171,4,19,0.5685,3.83,2,1,0.5,0,36.34,3,2919.55,0
114,171,5,15,0.6065,4.11,2,1,0.5,0,12.73,3,2919.55,0
11,171,6,47,0.6899,4.42,2,1,0.5,0,29.35,3,2919.55,0
91,171,9,67,0.6878,4.03,2,0,0.0,0,34.23,3,2919.55,1
36,171,9,29,0.7539,4.33,2,1,0.5,0,38.34,3,2919.55,1
120,171,9,65,0.681,4.09,2,0,0.0,0,36.36,3,2919.55,1
179,172,11,39,0.7301,4.52,1,1,1.0,1,6.82,5,12708.79,1
83,172,7,30,0.6573,3.84,1,0,0.0,0,37.17,5,12708.79,1
151,172,15,82,0.8701,4.24,1,0,0.0,0,19.26,5,12708.79,0
149,172,4,14,0.6858,3.91,1,0,0.0,0,46.69,5,12708.79,0
90,172,2,7,0.5005,3.82,1,1,1.0,0,14.22,5,12708.79,0
150,172,14,67,0.7992,4.54,1,0,0.0,0,39.13,5,12708.79,1
159,172,4,19,0.5685,3.83,1,1,1.0,0,48.93,5,12708.79,0
104,172,7,36,0.7242,4.18,1,0,0.0,0,12.48,5,12708.79,1
18,172,10,72,0.7035,4.47,1,0,0.0,0,11.5,5,12708.79,0
12,172,7,54,0.726,4.11,1,0,0.0,0,27.66,5,12708.79,1
8,172,8,37,0.7644,4.24,1,0,0.0,1,6.5,5,12708.79,1
188,172,14,18,0.8028,4.12,1,0,0.0,0,16.96,5,12708.79,1
41,172,2,6,0.5982,4.23,1,1,1.0,0,27.98,5,12708.79,1
60,172,10,79,0.7145,4.03,1,0,0.0,0,35.5,5,12708.79,0
25,172,3,6,0.6436,4.02,1,0,0.0,0,17.83,5,12708.79,0
174,173,9,69,0.8377,4.27,1,0,0.0,0,18.14,2,7526.83,0
74,173,8,47,0.7955,4.4,1,1,1.0,0,45.73,2,7526.83,1
58,173,14,34,0.8839,4.53,1,0,0.0,0,26.32,2,7526.83,1
52,173,5,44,0.6774,4.11,1,0,0.0,1,1.18,2,7526.83,1
190,173,11,17,0.8808,4.43,1,0,0.0,0,39.2,2,7526.83,0
42,173,1,5,0.5406,4.18,1,0,0.0,1,6.6,2,7526.83,1
112,173,3,27,0.6391,4.32,1,0,0.0,0,43.3,2,7526.83,0
136,173,7,46,0.6328,4.26,1,0,0.0,0,28.95,2,7526.83,1
50,173,13,21,0.9208,4.86,1,0,0.0,0,34.74,2,7526.83,1
23,173,7,11,0.788,4.58,1,0,0.0,0,15.51,2,7526.83,1
150,173,14,67,0.7992,4.54,1,0,0.0,0,27.1,2,7526.83,1
7,173,1,11,0.516,3.75,1,0,0.0,0,12.83,2,7526.83,1
162,173,2,11,0.5831,3.72,1,0,0.0,0,41.3,2,7526.83,1
172,173,4,28,0.5778,3.8,1,0,0.0,0,14.72,2,7526.83,1
25,173,3,6,0.6436,4.02,1,0,0.0,0,34.06,2,7526.83,1
58,174,14,34,0.8839,4.53,2,1,0.5,0,30.0,4,6432.45,1
75,174,7,60,0.7932,4.25,2,0,0.0,1,1.04,4,6432.45,0
65,174,4,33,0.5827,3.85,2,0,0.0,0,14.43,4,6432.45,0
100,174,14,66,0.7598,4.33,2,0,0.0,0,46.7,4,6432.45,1
181,174,8,21,0.8003,4.42,2,0,0.0,0,11.2,4,6432.45,1
92,174,7,48,0.6518,3.98,2,0,0.0,0,20.44,4,6432.45,1
18,174,10,72,0.7035,4.47,2,0,0.0,0,40.59,4,6432.45,1
41,174,2,6,0.5982,4.23,2,0,0.0,0,31.88,4,6432.45,0
74,174,8,47,0.7955,4.4,2,1,0.5,1,9.28,4,6432.45,1
20,174,5,21,0.67,4.22,2,0,0.0,0,45.13,4,6432.45,1
137,174,15,123,0.8223,4.54,2,1,0.5,1,1.19,4,6432.45,0
148,174,6,30,0.6756,4.07,2,0,0.0,0,46.17,4,6432.45,0
62,174,0,5,0.5185,3.59,2,1,0.5,0,40.62,4,6432.45,1
133,174,8,62,0.8271,4.73,2,0,0.0,0,49.24,4,6432.45,0
157,174,3,10,0.6034,3.98,2,0,0.0,0,33.93,4,6432.45,0
21,175,11,67,0.8869,4.52,2,0,0.0,0,29.1,1,1698.72,0
142,175,13,25,0.884,4.46,2,1,0.5,1,8.83,1,1698.72,1
123,175,4,18,0.7048,4.35,2,0,0.0,0,47.25,1,1698.72,1
34,175,8,33,0.6736,4.25,2,1,0.5,0,41.27,1,1698.72,1
70,175,9,22,0.7792,4.61,2,0,0.0,0,34.33,1,1698.72,1
186,175,2,13,0.5434,4.02,2,0,0.0,0,37.34,1,1698.72,1
11,175,6,47,0.6899,4.42,2,0,0.0,0,29.29,1,1698.72,1
27,175,8,37,0.695,4.45,2,0,0.0,0,25.09,1,1698.72,1
10,175,1,4,0.6229,4.25,2,0,0.0,0,38.05,1,1698.72,0
128,175,3,29,0.6131,4.0,2,0,0.0,0,14.62,1,1698.72,1
130,175,11,18,0.7967,4.2,2,1,0.5,0,34.63,1,1698.72,1
58,175,14,34,0.8839,4.53,2,0,0.0,0,24.07,1,1698.72,1
167,175,2,12,0.517,3.99,2,1,0.5,0,46.72,1,1698.72,1
90,175,2,7,0.5005,3.82,2,0,0.0,0,13.68,1,1698.72,1
111,175,15,84,0.7565,4.05,2,0,0.0,0,26.52,1,1698.72,0
138,176,4,8,0.5727,4.06,1,1,1.0,0,36.21,5,4485.37,1
146,176,8,9,0.6825,4.3,1,0,0.0,0,21.7,5,4485.37,0
12,176,7,54,0.726,4.11,1,0,0.0,0,29.15,5,4485.37,1
4,176,5,32,0.6362,3.89,1,0,0.0,0,13.07,5,4485.37,1
185,176,0,4,0.6072,3.77,1,1,1.0,0,31.75,5,4485.37,1
64,176,4,5,0.7132,4.29,1,0,0.0,1,7.48,5,4485.37,1
15,176,8,57,0.7654,4.09,1,0,0.0,0,46.6,5,4485.37,1
20,176,5,21,0.67,4.22,1,1,1.0,0,38.53,5,4485.37,0
33,176,2,15,0.6183,4.1,1,0,0.0,0,41.21,5,4485.37,0
113,176,1,6,0.6183,3.94,1,1,1.0,0,36.15,5,4485.37,1
47,176,11,93,0.8167,4.53,1,1,1.0,0,20.7,5,4485.37,1
73,176,3,16,0.6979,4.29,1,0,0.0,0,30.14,5,4485.37,1
81,176,9,41,0.7165,4.37,1,0,0.0,0,46.02,5,4485.37,0
90,176,2,7,0.5005,3.82,1,1,1.0,0,34.87,5,4485.37,1
155,176,2,12,0.6036,4.08,1,0,0.0,0,18.14,5,4485.37,1
134,177,4,4,0.6145,4.23,2,1,0.5,1,7.76,4,11266.51,0
60,177,10,79,0.7145,4.03,2,0,0.0,0,10.85,4,11266.51,0
79,177,14,115,0.7531,4.18,2,0,0.0,0,20.81,4,11266.51,0
190,177,11,17,0.8808,4.43,2,1,0.5,0,22.02,4,11266.51,0
142,177,13,25,0.884,4.46,2,0,0.0,0,12.39,4,11266.51,0
54,177,10,21,0.8473,4.63,2,1,0.5,0,25.36,4,11266.51,1
32,177,2,7,0.5123,3.61,2,0,0.0,0,25.3,4,11266.51,0
96,177,1,13,0.6111,4.03,2,2,1.0,0,18.98,4,11266.51,1
186,177,2,13,0.5434,4.02,2,1,0.5,0,36.4,4,11266.51,1
37,177,9,22,0.844,4.25,2,0,0.0,0,36.42,4,11266.51,1
10,177,1,4,0.6229,4.25,2,0,0.0,0,40.52,4,11266.51,0
61,177,13,65,0.8096,4.39,2,0,0.0,0,46.4,4,11266.51,0
179,177,11,39,0.7301,4.52,2,1,0.5,0,23.45,4,11266.51,1
113,177,1,6,0.6183,3.94,2,1,0.5,0,20.5,4,11266.51,0
167,177,2,12,0.517,3.99,2,1,0.5,0,18.66,4,11266.51,1
186,178,2,13,0.5434,4.02,3,0,0.0,0,28.54,3,11739.14,0
160,178,15,74,0.8858,4.7,3,0,0.0,0,32.73,3,11739.14,1
112,178,3,27,0.6391,4.32,3,0,0.0,0,16.5,3,11739.14,1
110,178,2,17,0.6407,3.96,3,1,0.3333,0,39.83,3,11739.14,0
187,178,10,32,0.8495,4.59,3,1,0.3333,0,15.27,3,11739.14,1
189,178,9,74,0.7467,4.48,3,0,0.0,0,41.98,3,11739.14,0
193,178,10,47,0.7552,4.37,3,0,0.0,0,13.42,3,11739.14,1
15,178,8,57,0.7654,4.09,3,0,0.0,0,31.71,3,11739.14,1
28,178,0,1,0.6167,4.27,3,1,0.3333,0,25.78,3,11739.14,0
142,178,13,25,0.884,4.46,3,1,0.3333,0,24.47,3,11739.14,1
100,178,14,66,0.7598,4.33,3,0,0.0,0,41.3,3,11739.14,0
185,178,0,4,0.6072,3.77,3,0,0.0,0,34.32,3,11739.14,1
174,178,9,69,0.8377,4.27,3,1,0.3333,0,32.74,3,11739.14,1
74,178,8,47,0.7955,4.4,3,1,0.3333,0,20.58,3,11739.14,1
137,178,15,123,0.8223,4.54,3,2,0.6667,0,28.51,3,11739.14,1
120,179,9,65,0.681,4.09,3,0,0.0,0,48.13,2,1985.04,1
10,179,1,4,0.6229,4.25,3,1,0.3333,1,2.95,2,1985.04,0
92,179,7,48,0.6518,3.98,3,1,0.3333,0,20.38,2,1985.04,1
123,179,4,18,0.7048,4.35,3,1,0.3333,1,2.66,2,1985.04,1
164,179,15,79,0.7772,4.09,3,0,0.0,0,44.85,2,1985.04,1
143,179,10,25,0.7739,4.57,3,0,0.0,1,2.71,2,1985.04,1
56,179,12,43,0.7766,4.46,3,3,1.0,0,17.37,2,1985.04,1
105,179,13,56,0.9182,4.61,3,1,0.3333,0,27.61,2,1985.04,1
15,179,8,57,0.7654,4.09,3,2,0.6667,1,5.76,2,1985.04,1
149,179,4,14,0.6858,3.91,3,1,0.3333,0,48.07,2,1985.04,0
21,179,11,67,0.8869,4.52,3,0,0.0,0,49.01,2,1985.04,1
71,179,7,13,0.7505,4.18,3,0,0.0,0,43.8,2,1985.04,0
157,179,3,10,0.6034,3.98,3,1,0.3333,0,31.62,2,1985.04,1
142,179,13,25,0.884,4.46,3,0,0.0,0,19.39,2,1985.04,1
81,179,9,41,0.7165,4.37,3,0,0.0,0,30.28,2,1985.04,1
20,180,5,21,0.67,4.22,2,0,0.0,0,41.53,1,5554.37,1
61,180,13,65,0.8096,4.39,2,0,0.0,0,26.33,1,5554.37,1
53,180,10,69,0.7795,4.46,2,1,0.5,0,28.83,1,5554.37,0
84,180,1,9,0.5276,4.17,2,1,0.5,0,34.88,1,5554.37,1
147,180,4,29,0.5625,4.11,2,0,0.0,0,11.78,1,5554.37,0
96,180,1,13,0.6111,4.03,2,1,0.5,0,46.47,1,5554.37,1
175,180,13,33,0.897,4.75,2,2,1.0,0,34.36,1,5554.37,1
107,180,7,43,0.6939,4.41,2,0,0.0,0,30.43,1,5554.37,0
19,180,2,4,0.6317,4.28,2,1,0.5,0,30.33,1,5554.37,1
165,180,1,4,0.6024,4.33,2,0,0.0,0,23.76,1,5554.37,1
110,180,2,17,0.6407,3.96,2,0,0.0,0,43.23,1,5554.37,1
73,180,3,16,0.6979,4.29,2,0,0.0,0,39.05,1,5554.37,1
37,180,9,22,0.844,4.25,2,0,0.0,0,49.91,1,5554.37,1
7,180,1,11,0.516,3.75,2,0,0.0,0,13.09,1,5554.37,0
156,180,10,31,0.8442,4.54,2,0,0.0,0,18.98,1,5554.37,1
148,181,6,30,0.6756,4.07,2,1,0.5,0,22.68,5,12255.19,1
162,181,2,11,0.5831,3.72,2,1,0.5,0,33.01,5,12255.19,0
141,181,13,53,0.8697,4.44,2,1,0.5,0,23.15,5,12255.19,1
188,181,14,18,0.8028,4.12,2,0,0.0,1,9.79,5,12255.19,1
108,181,15,105,0.9144,4.52,2,0,0.0,0,22.59,5,12255.19,0
138,181,4,8,0.5727,4.06,2,0,0.0,0,37.72,5,12255.19,0
32,181,2,7,0.5123,3.61,2,2,1.0,1,9.6,5,12255.19,1
136,181,7,46,0.6328,4.26,2,0,0.0,0,13.19,5,12255.19,0
14,181,2,14,0.5687,4.27,2,1,0.5,0,13.06,5,12255.19,1
156,181,10,31,0.8442,4.54,2,0,0.0,0,29.37,5,12255.19,1
121,181,10,63,0.7316,4.05,2,0,0.0,0,41.45,5,12255.19,1
169,181,12,94,0.8925,4.74,2,0,0.0,0,43.11,5,12255.19,0
135,181,1,3,0.6085,4.06,2,2,1.0,0,47.03,5,12255.19,1
134,181,4,4,0.6145,4.23,2,0,0.0,0,46.37,5,12255.19,0
113,181,1,6,0.6183,3.94,2,1,0.5,0,36.64,5,12255.19,0
74,182,8,47,0.7955,4.4,3,2,0.6667,0,45.06,2,2518.91,1
88,182,14,70,0.8035,4.45,3,0,0.0,0,14.83,2,2518.91,1
81,182,9,41,0.7165,4.37,3,0,0.0,0,32.18,2,2518.91,0
31,182,1,1,0.5802,4.0,3,0,0.0,0,39.71,2,2518.91,1
21,182,11,67,0.8869,4.52,3,1,0.3333,0,11.36,2,2518.91,1
105,182,13,56,0.9182,4.61,3,1,0.3333,0,37.6,2,2518.91,0
108,182,15,105,0.9144,4.52,3,3,1.0,0,15.3,2,2518.91,1
130,182,11,18,0.7967,4.2,3,0,0.0,0,46.74,2,2518.91,0
38,182,4,21,0.6007,3.86,3,0,0.0,0,24.17,2,2518.91,1
148,182,6,30,0.6756,4.07,3,1,0.3333,0,32.28,2,2518.91,1
127,182,7,41,0.6494,4.09,3,3,1.0,0,14.76,2,2518.91,1
162,182,2,11,0.5831,3.72,3,1,0.3333,0,45.93,2,2518.91,1
198,182,12,52,0.8669,4.36,3,1,0.3333,0,34.67,2,2518.91,0
51,182,13,54,0.8224,4.31,3,1,0.3333,0,11.81,2,2518.91,1
47,182,11,93,0.8167,4.53,3,0,0.0,0,24.2,2,2518.91,1
105,183,13,56,0.9182,4.61,1,0,0.0,0,46.65,3,5586.82,0
162,183,2,11,0.5831,3.72,1,0,0.0,0,13.35,3,5586.82,0
116,183,14,58,0.9278,4.5,1,0,0.0,0,33.74,3,5586.82,1
190,183,11,17,0.8808,4.43,1,0,0.0,0,35.98,3,5586.82,1
112,183,3,27,0.6391,4.32,1,1,1.0,0,27.54,3,5586.82,1
75,183,7,60,0.7932,4.25,1,0,0.0,0,33.52,3,5586.82,0
194,183,14,19,0.8808,4.78,1,1,1.0,1,1.42,3,5586.82,1
123,183,4,18,0.7048,4.35,1,1,1.0,0,23.64,3,5586.82,1
180,183,9,69,0.8003,4.17,1,1,1.0,0,45.89,3,5586.82,1
35,183,3,5,0.6218,4.07,1,0,0.0,0,43.76,3,5586.82,0
188,183,14,18,0.8028,4.12,1,0,0.0,0,22.91,3,5586.82,1
47,183,11,93,0.8167,4.53,1,1,1.0,0,17.14,3,5586.82,1
